name,name_variants,papers_with_clevers,first_copublication,last_copublication,group_affiliation_first_year,group_affiliation_last_year,evidence_tier,site,role_assigned,role_source
"Tomlinson, Ian P","Tomlinson, Ian | Tomlinson, Ian P",2,2015,2019,,,C,,,
"de Bruin, Alexander M","de Bruin, Alain | de Bruin, Alexander M",2,2015,2016,,,C,,,
"Adams, Jarrett","Adams, Jarrett",2,2016,2017,,,C,,,
"Amsen, Derk","Amsen, Derk",2,2016,2017,,,C,,,
"Backer, Ronald A","Backer, Ronald A",2,2016,2017,,,C,,,
"Brasser, Giso","Brasser, Giso",2,2016,2017,,,C,,,
"Chandrashekhar, Megha","Chandrashekhar, Megha",2,2016,2017,,,C,,,
"Daly, C S","Daly, C S",2,2016,2024,,,C,,,
"Dekker, Evelien","Dekker, Evelien",2,2016,2024,,,C,,,
"Fessler, Evelyn","Fessler, Evelyn",2,2016,2018,,,C,,,
"Franitza, Marek","Franitza, Marek",2,2016,2018,,,C,,,
"Fumagalli, Arianna","Fumagalli, Arianna",2,2016,2017,2016,2017,A,Hubrecht/NIOB,,
"Grigoriadis, A","Grigoriadis, A",2,2016,2024,,,C,,,
"Hart, Traver","Hart, Traver",2,2016,2017,,,C,,,
"Helbig, Christina","Helbig, Christina",2,2016,2017,,,C,,,
"Hombrink, Pleun","Hombrink, Pleun",2,2016,2017,,,C,,,
"Jongejan, Aldo","Jongejan, Aldo",2,2016,2017,,,C,,,
"Jonkers, René E","Jonkers, René E",2,2016,2017,,,C,,,
"Kersten, Marie José","Kersten, Marie José",2,2016,2017,,,C,,,
"Law, Wai Lun","Law, Wai Lun",2,2016,2020,,,C,,,
"Lee, Janet F Y","Lee, Janet F Y | Lee, Ji-Hyun",2,2016,2019,,,C,,,
"Li, Jianrong","Li, Jianrong | Li, Junqiang",2,2016,2023,,,C,,,
"Linnekamp, Janneke F","Linnekamp, Janneke F",2,2016,2018,,,C,,,
"Lu, Changqing","Lu, Changqing | Lu, Chanyi",2,2016,2022,,,C,,,
"Majoor, Christof J","Majoor, Christof J",2,2016,2019,,,C,,,
"Mak, Tak W","Mak, Tak W",2,2016,2018,,,C,,,
"Mertens, Sander","Mertens, Sander",2,2016,2023,,,C,,,
"Moerland, Perry D","Moerland, Perry D",2,2016,2017,,,C,,,
"Moffat, Jason","Moffat, Jason",2,2016,2017,,,C,,,
"Nota, Benjamin","Nota, Benjamin",2,2016,2017,,,C,,,
"Nürnberg, Peter","Nürnberg, Peter",2,2016,2018,,,C,,,
"Oja, Anna E","Oja, Anna E",2,2016,2017,,,C,,,
"Ordonez, L D","Ordonez, L D",2,2016,2024,,,C,,,
"Pan, James","Pan, James",2,2016,2017,,,C,,,
"Pavlovic, Zvezdan","Pavlovic, Zvezdan",2,2016,2017,,,C,,,
"Piet, Berber","Piet, Berber",2,2016,2017,,,C,,,
"Quist, J","Quist, J",2,2016,2024,,,C,,,
"Ren, Zemin","Ren, Zemin",2,2016,2017,,,C,,,
"Robitaille, Mélanie","Robitaille, Mélanie",2,2016,2017,,,C,,,
"Shaw, P","Shaw, P",2,2016,2024,,,C,,,
"Sidhu, Sachdev","Sidhu, Sachdev",2,2016,2017,,,C,,,
"Stark, Regina","Stark, Regina",2,2016,2017,,,C,,,
"Steinhart, Zachary","Steinhart, Zachary",2,2016,2017,,,C,,,
"Vermeulen, Louis","Vermeulen, Louis",2,2016,2018,,,C,,,
"Vleggaar, Frank P","Vleggaar, Frank P",2,2016,2019,,,C,,,
"Williams, G T","Williams, G T",2,2016,2024,,,C,,,
"de Rijke, Yolanda B","de Rijke, Yolanda B",2,2016,2018,,,C,,,
"van Lier, René A W","van Lier, René A W",2,2016,2017,,,C,,,
"van de Graaf, Eduard A","van de Graaf, Eduard A",2,2016,2019,,,C,,,
"Alférez, Denis G","Alférez, Denis G",2,2017,2017,,,C,,,
"Amant, Frédéric","Amant, Frédéric",2,2017,2017,,,C,,,
"Annibali, Daniela","Annibali, Daniela",2,2017,2017,,,C,,,
"Arribas, Joaquín","Arribas, Joaquín",2,2017,2017,,,C,,,
"Baker, David","Baker, David",2,2017,2020,,,C,,,
"Balgobind, Anjali Vanita","Balgobind, Anjali Vanita",2,2017,2019,2017,2019,A,Hubrecht/NIOB,,
"Beerling, Evelyne","Beerling, Evelyne",2,2017,2019,2017,2019,A,Hubrecht/NIOB,,
"Bertotti, Andrea","Bertotti, Andrea",2,2017,2017,,,C,,,
"Biankin, Andrew V","Biankin, Andrew V",2,2017,2017,,,C,,,
"Birney, Ewan","Birney, Ewan",2,2017,2017,,,C,,,
"Bruna, Alejandra","Bruna, Alejandra",2,2017,2017,,,C,,,
"Budinská, Eva","Budinská, Eva",2,2017,2017,,,C,,,
"Byrne, Annette T","Byrne, Annette T",2,2017,2017,,,C,,,
"Caldas, Carlos","Caldas, Carlos",2,2017,2017,,,C,,,
"Chang, David K","Chang, David K",2,2017,2017,,,C,,,
"Clarke, Laura","Clarke, Laura",2,2017,2021,,,C,,,
"Clarke, Robert B","Clarke, Robert B",2,2017,2017,,,C,,,
"Coukos, George","Coukos, George",2,2017,2017,,,C,,,
"Crawford, James M","Crawford, James M",2,2017,2018,,,C,,,
"Dang, Luke T","Dang, Luke T",2,2017,2020,,,C,,,
"Dangles-Marie, Virginie","Dangles-Marie, Virginie",2,2017,2017,,,C,,,
"Duarte, Alexandra Alves","Duarte, Alexandra A | Duarte, Alexandra Alves",2,2017,2017,,,C,,,
"Eckhardt, S Gail","Eckhardt, S Gail",2,2017,2017,,,C,,,
"Gerbaulet, Alexander","Gerbaulet, Alexander",2,2017,2018,,,C,,,
"Gogola, Ewa","Gogola, Ewa",2,2017,2017,,,C,,,
"Gonzalez-Suarez, Eva","Gonzalez-Suarez, Eva",2,2017,2017,,,C,,,
"Hermans, Els","Hermans, Els",2,2017,2017,,,C,,,
"Hidalgo, Manuel","Hidalgo, Manuel",2,2017,2017,,,C,,,
"Jarzabek, Monika A","Jarzabek, Monika A",2,2017,2017,,,C,,,
"Lanfrancone, Luisa","Lanfrancone, Luisa",2,2017,2017,,,C,,,
"Malda, Jos","Malda, Jos",2,2017,2019,,,C,,,
"Marangoni, Elisabetta","Marangoni, Elisabetta",2,2017,2017,,,C,,,
"Medico, Enzo","Medico, Enzo",2,2017,2017,,,C,,,
"Mælandsmo, Gunhild Mari","Mælandsmo, Gunhild Mari",2,2017,2017,,,C,,,
"Naxerova, Kamila","Naxerova, Kamila",2,2017,2021,,,C,,,
"Norum, Jens Henrik","Norum, Jens Henrik",2,2017,2017,,,C,,,
"Pelicci, Pier Giuseppe","Pelicci, Pier Giuseppe",2,2017,2017,,,C,,,
"Piehler, Jacob","Piehler, Jacob",2,2017,2020,,,C,,,
"Piris-Gimenez, Alejandro","Piris-Gimenez, Alejandro",2,2017,2017,,,C,,,
"Regev, Aviv","Regev, Aviv",2,2017,2021,,,C,,,
"Rottenberg, Sven","Rottenberg, Sven",2,2017,2017,,,C,,,
"Rueda, Oscar M","Rueda, Oscar M",2,2017,2017,,,C,,,
"Schumacher, Ton N","Schumacher, Ton N",2,2017,2018,,,C,,,
"Seoane, Joan","Seoane, Joan",2,2017,2017,,,C,,,
"Serra, Violeta","Serra, Violeta",2,2017,2017,,,C,,,
"Soucek, Laura","Soucek, Laura",2,2017,2017,,,C,,,
"Trusolino, Livio","Trusolino, Livio",2,2017,2017,,,C,,,
"Tsukamoto, Yoshiyuki","Tsukamoto, Yoshiyuki",2,2017,2017,2017,2017,A,Hubrecht/NIOB,,
"Vanhecke, Dominique","Vanhecke, Dominique",2,2017,2017,,,C,,,
"Vinolo, Emilie","Vinolo, Emilie",2,2017,2017,,,C,,,
"Xavier, Ramnik J","Xavier, Ramnik | Xavier, Ramnik J",2,2017,2021,,,C,,,
"Yan, Kelley S","Yan, Kelley S | Yan, Kuan",2,2017,2022,,,C,,,
"Yoon, Jaeseung","Yoon, Jaeseung | Yoon, Jeong-Su | Yoon, Jiyeon",2,2017,2020,,,C,,,
"You, Changjiang","You, Changjiang",2,2017,2020,,,C,,,
"de Jong, Steven","de Jong, Steven",2,2017,2017,,,C,,,
"van den Toorn, Henk W P","van den Toorn, Henk W P",2,2017,2020,,,C,,,
"Anderson, Elizabeth","Anderson, Elizabeth | Anderson, Eve",2,2018,2025,,,C,,,
"Chalabi, Myriam","Chalabi, Myriam",2,2018,2019,,,C,,,
"Chan, Stan K H","Chan, Sarah | Chan, Stan K H",2,2018,2019,,,C,,,
"Greenfield, Andy","Greenfield, Andy",2,2018,2021,,,C,,,
"Ito, Go","Ito, Go",2,2018,2026,,,C,,,
"Kang, Yibin","Kang, Yibin | Kang, Yubin",2,2018,2024,,,C,,,
"Lee, Terence K","Lee, Terence K",2,2018,2025,,,C,,,
"Monkhorst, Kim","Monkhorst, Kim",2,2018,2020,,,C,,,
"Muise, Aleixo M","Muise, Aleixo | Muise, Aleixo M",2,2018,2020,,,C,,,
"Papaspyropoulos, Angelos","Papaspyropoulos, Angelos",2,2018,2019,2018,2019,A,Hubrecht/NIOB,,
"Shouval, Dror S","Shouval, Dror S",2,2018,2020,,,C,,,
"Siggers, Pam","Siggers, Pam",2,2018,2021,,,C,,,
"Snaebjornsson, Petur","Snaebjornsson, Petur",2,2018,2019,,,C,,,
"Willems, Robert J L","Willems, Rob J L | Willems, Robert J L",2,2018,2020,,,C,,,
"Wolkers, Monika C","Wolkers, Monika C",2,2018,2020,,,C,,,
"Wong, Jason W H","Wong, Jason W H",2,2018,2020,,,C,,,
"de Sousa Lopes, Susana M Chuva","de Sousa Lopes, Susana M Chuva",2,2018,2026,,,C,,,
"van Royen, Martin E","van Royen, Martin E",2,2018,2023,,,C,,,
"van de Haar, Joris","van de Haar, Joris",2,2018,2019,,,C,,,
"Ariese, Hendrikus C R","Ariese, Hendrikus C R",2,2019,2022,2019,2022,A,Hubrecht/NIOB + Princess Máxima,,
"Bakker, Bjorn","Bakker, Bjorn",2,2019,2021,,,C,,,
"Böttinger, Lena","Böttinger, Lena",2,2019,2021,2019,2021,A,Hubrecht/NIOB,,
"Cacchiarelli, Davide","Cacchiarelli, Davide",2,2019,2021,,,C,,,
"Calafiore, Marco","Calafiore, Marco",2,2019,2023,,,C,,,
"Devriese, Lot A","Devriese, Lot A",2,2019,2023,,,C,,,
"Eaton, Simon","Eaton, Simon",2,2019,2021,,,C,,,
"Egorova, Anastasiya","Egorova, Anastasiya",2,2019,2023,,,C,,,
"Foijer, Floris","Foijer, Floris",2,2019,2021,,,C,,,
"Fu, Ya-Yuan","Fu, Ya-Yuan",2,2019,2023,,,C,,,
"Ganesh, Karuna","Ganesh, Karuna",2,2019,2025,,,C,,,
"Gijzen, Linda","Gijzen, Linda",2,2019,2021,,,C,,,
"Giomo, Monica","Giomo, Monica",2,2019,2023,,,C,,,
"Gulersonmez, M Can","Gulersonmez, M Can",2,2019,2022,,,C,,,
"Han, Seungmin","Han, Sen | Han, Seungmin",2,2019,2023,,,C,,,
"Hanash, Alan M","Hanash, Alan M",2,2019,2023,,,C,,,
"He, Aina","He, Aina",2,2019,2023,,,C,,,
"Huelsz-Prince, Guizela","Huelsz-Prince, Guizela",2,2019,2023,,,C,,,
"Kloosterman, Wigard Pieter","Kloosterman, Wigard P | Kloosterman, Wigard Pieter",2,2019,2020,,,C,,,
"Kuttiyara, Jason","Kuttiyara, Jason",2,2019,2023,,,C,,,
"Li, Zhe","Li, Zhe",2,2019,2023,,,C,,,
"Liang, Liping","Liang, Liping",2,2019,2020,,,C,,,
"Luni, Camilla","Luni, Camilla",2,2019,2021,,,C,,,
"Manfredi, Anna","Manfredi, Anna",2,2019,2021,,,C,,,
"Marck-van der Wilt, Rozemarijn E P","Marck-van der Wilt, Rozemarijn E P",2,2019,2019,,,C,,,
"Michel, Sabine","Michel, Sabine",2,2019,2020,,,C,,,
"Michielin, Federica","Michielin, Federica",2,2019,2023,,,C,,,
"Pan, Mengxue","Pan, Mengxue",2,2019,2020,,,C,,,
"Putker, Marrit","Putker, Marrit",2,2019,2021,2019,2019,A,Hubrecht/NIOB,,
"Schipper, Luuk J","Schipper, Luuk | Schipper, Luuk J",2,2019,2020,,,C,,,
"Spelier, Sacha","Spelier, Sacha",2,2019,2019,2019,2019,A,Hubrecht/NIOB,,
"Spierings, Diana C J","Spierings, Diana C J",2,2019,2021,,,C,,,
"Takashima, Shuichiro","Takashima, Shuichiro",2,2019,2023,,,C,,,
"Tao, Liang","Tao, Liang | Tao, Luwei",2,2019,2023,,,C,,,
"Val, Pierre","Val, Pierre",2,2019,2023,,,C,,,
"Viveen, Marco C","Viveen, Marco | Viveen, Marco C",2,2019,2019,,,C,,,
"Vormann, Marianne K","Vormann, Marianne | Vormann, Marianne K",2,2019,2021,,,C,,,
"Wan, Juefeng","Wan, Juefeng",2,2019,2022,,,C,,,
"Witteveen, Petronella Oda","Witteveen, Petronella O | Witteveen, Petronella Oda",2,2019,2020,,,C,,,
"Xia, Fan","Xia, Fan",2,2019,2022,,,C,,,
"Xiang, Dongxi","Xiang, Dongxi",2,2019,2023,,,C,,,
"Yang, Lifeng","Yang, Li | Yang, Lifeng",2,2019,2026,2026,2026,A,Princess Máxima,,
"Zambaiti, Elisa","Zambaiti, Elisa",2,2019,2021,,,C,,,
"Zhang, Hui","Zhang, Hui",2,2019,2022,,,C,,,
"de Witte, Chris Jenske","de Witte, Chris J | de Witte, Chris Jenske",2,2019,2020,,,C,,,
"van Mourik, Peter","van Mourik, Peter",2,2019,2020,,,C,,,
"van Oosterhout, Matthijs F M","van Oosterhout, Matthijs F M | van Oosterhout, Matthijs Fm",2,2019,2025,,,C,,,
"van Roosmalen, Markus J","van Roosmalen, Markus | van Roosmalen, Markus J",2,2019,2024,2024,2024,A,Princess Máxima,,
"van der Meer, Renske","van der Meer, Renske",2,2019,2019,,,C,,,
"Adan, Roger","Adan, Roger",2,2020,2020,,,C,,,
"Aerts, Stein","Aerts, Stein",2,2020,2021,,,C,,,
"Almouzni, Geneviève","Almouzni, Geneviève",2,2020,2021,,,C,,,
"Arrighi, Annalisa","Arrighi, Annalisa",2,2020,2020,,,C,,,
"Ballestrero, Alberto","Ballestrero, Alberto",2,2020,2020,,,C,,,
"Becherini, Pamela","Becherini, Pamela",2,2020,2020,,,C,,,
"Bertero, Michela G","Bertero, Michela G",2,2020,2021,,,C,,,
"Blokland, Arjan","Blokland, Arjan",2,2020,2020,,,C,,,
"Boddeke, Erik H W G M","Boddeke, Erik H W G M",2,2020,2020,,,C,,,
"Bogers, Willy M","Bogers, Willy M",2,2020,2020,,,C,,,
"Bontrop, Ronald","Bontrop, Ronald",2,2020,2020,,,C,,,
"Brandhorst, Sebastian","Brandhorst, Sebastian",2,2020,2020,,,C,,,
"Brugge, Joan S","Brugge, Joan S",2,2020,2021,,,C,,,
"Brunsveld, Jesse E","Brunsveld, Jesse E",2,2020,2021,,,C,,,
"Bulthuis, R","Bulthuis, R",2,2020,2020,,,C,,,
"Caffa, Irene","Caffa, Irene",2,2020,2020,,,C,,,
"Casewell, Nicholas R","Casewell, Nicholas R",2,2020,2021,,,C,,,
"Cavalli, Giacomo","Cavalli, Giacomo",2,2020,2021,,,C,,,
"Cea, Michele","Cea, Michele",2,2020,2020,,,C,,,
"Chen, Jiwei","Chen, Jing | Chen, Jiwei",2,2020,2023,,,C,,,
"Chen, Shengzhi","Chen, Shengzhi",2,2020,2022,,,C,,,
"Chiocca, Susanna","Chiocca, Susanna",2,2020,2021,,,C,,,
"Cilli, Michele","Cilli, Michele",2,2020,2020,,,C,,,
"Coenen, Tineke C J J","Coenen, Tineke C J J",2,2020,2020,,,C,,,
"Cortellino, Salvatore","Cortellino, Salvatore",2,2020,2020,,,C,,,
"Cremonini, Anna Laura","Cremonini, Anna Laura",2,2020,2020,,,C,,,
"De Braud, Filippo","De Braud, Filippo",2,2020,2020,,,C,,,
"Deen, Peter M T","Deen, Peter M T",2,2020,2020,,,C,,,
"Duimel, Hans Q","Duimel, Hans Q",2,2020,2021,,,C,,,
"Eggen, Bart J L","Eggen, Bart J L",2,2020,2020,,,C,,,
"Eggert, Angelika","Eggert, Angelika",2,2020,2021,,,C,,,
"Elgersma, Ype","Elgersma, Ype",2,2020,2020,,,C,,,
"Ellenberg, Jan","Ellenberg, Jan",2,2020,2021,,,C,,,
"Elmentaite, Rasa","Elmentaite, Rasa",2,2020,2020,,,C,,,
"Englitz, Bernhard","Englitz, Bernhard",2,2020,2020,,,C,,,
"Erdogan, Izel","Erdogan, Izel",2,2020,2020,,,C,,,
"Espejo Valle-Inclan, Jose","Espejo Valle-Inclan, Jose",2,2020,2021,,,C,,,
"Fentener van Vlissingen, J Martje","Fentener van Vlissingen, J Martje",2,2020,2020,,,C,,,
"Fernández, Xosé M","Fernández, Xosé M",2,2020,2021,,,C,,,
"Ferrando, Lorenzo","Ferrando, Lorenzo",2,2020,2020,,,C,,,
"Figlerowicz, Marek","Figlerowicz, Marek",2,2020,2021,,,C,,,
"Fitzsimons, Carlos P","Fitzsimons, Carlos P",2,2020,2020,,,C,,,
"Franken, Ingrid A","Franken, Ingrid A",2,2020,2026,2020,2020,A,Hubrecht/NIOB,,
"Frieling, Wilbert","Frieling, Wilbert",2,2020,2020,,,C,,,
"Gao, Yajing","Gao, Yajing | Gao, Yang",2,2020,2020,,,C,,,
"Gasser, Susan M","Gasser, Susan M",2,2020,2021,,,C,,,
"Genzel, Lisa","Genzel, Lisa",2,2020,2020,,,C,,,
"Gorski, Stanislaw A","Gorski, Stanislaw A",2,2020,2021,,,C,,,
"Gradaschi, Raffaella","Gradaschi, Raffaella",2,2020,2020,,,C,,,
"Hageman, Joris H","Hageman, Joris H",2,2020,2025,2025,2025,A,Princess Máxima,,
"Hammond, William J","Hammond, William J",2,2020,2022,,,C,,,
"Heesters, Balthasar A","Heesters, Balthasar A",2,2020,2020,,,C,,,
"Heil, S G","Heil, S G",2,2020,2020,,,C,,,
"Henckens, Marloes J A G","Henckens, Marloes J A G",2,2020,2020,,,C,,,
"Herfst, Sander","Herfst, Sander",2,2020,2020,,,C,,,
"Herold, Marco J","Herold, Marco J",2,2020,2020,,,C,,,
"Hol, Elly","Hol, Elly",2,2020,2020,,,C,,,
"Homberg, Judith R","Homberg, Judith R",2,2020,2020,,,C,,,
"Hubner, Norbert","Hubner, Norbert",2,2020,2021,,,C,,,
"Hui, Ho Sang","Hui, Ho Sang",2,2020,2025,,,C,,,
"James, Kylie R","James, Kylie R",2,2020,2020,,,C,,,
"Jansen, G","Jansen, G",2,2020,2020,,,C,,,
"Kalsbeek, Andries","Kalsbeek, Andries",2,2020,2020,,,C,,,
"Kamermans, Maarten","Kamermans, Maarten",2,2020,2020,,,C,,,
"Kampinga, Harm H","Kampinga, Harm H",2,2020,2020,,,C,,,
"Kas, Martien J","Kas, Martien J",2,2020,2020,,,C,,,
"Katajisto, Pekka","Katajisto, Pekka",2,2020,2021,,,C,,,
"Keijer, J Aap","Keijer, J Aap | Keijer, Jaap",2,2020,2020,,,C,,,
"Kerkkamp, Harald M","Kerkkamp, Harald M",2,2020,2021,,,C,,,
"Kersten, Sander","Kersten, Sander",2,2020,2020,,,C,,,
"Kerstens, Hindrik H D","Kerstens, Hindrik H D | Kerstens, Hinri H D",2,2020,2025,2020,2025,A,Princess Máxima,,
"Kiliaan, Amanda J","Kiliaan, Amanda J",2,2020,2020,,,C,,,
"Kjems, Jørgen","Kjems, Jørgen",2,2020,2021,,,C,,,
"Kooij, Taco W A","Kooij, Taco W A",2,2020,2020,,,C,,,
"Kooijman, Sander","Kooijman, Sander",2,2020,2020,,,C,,,
"Kool, Marcel","Kool, Marcel",2,2020,2023,2020,2023,A,Princess Máxima,,
"Koopman, Werner J H","Koopman, Werner J H",2,2020,2020,,,C,,,
"Koopmans, Marion P G","Koopmans, Marion | Koopmans, Marion P G",2,2020,2021,,,C,,,
"Korosi, Aniko","Korosi, Aniko",2,2020,2020,,,C,,,
"Krabbe, Grietje","Krabbe, Grietje",2,2020,2021,,,C,,,
"Krugers, Harm J","Krugers, Harm J",2,2020,2020,,,C,,,
"Kuiken, Thijs","Kuiken, Thijs",2,2020,2020,,,C,,,
"Kushner, Steven A","Kushner, Steven A",2,2020,2020,,,C,,,
"LaQuaglia, Michael P","LaQuaglia, Michael P",2,2020,2022,,,C,,,
"Lalazar, Gadi","Lalazar, Gadi",2,2020,2022,,,C,,,
"Langermans, Jan A M","Langermans, Jan A M",2,2020,2020,,,C,,,
"Lesscher, Heidi M B","Lesscher, Heidi M B",2,2020,2020,,,C,,,
"Lichter, Peter","Lichter, Peter",2,2020,2021,,,C,,,
"Lin, M","Lin, M",2,2020,2020,,,C,,,
"Lindeman, Geoffrey J","Lindeman, Geoffrey J",2,2020,2020,,,C,,,
"Longo, Valter D","Longo, Valter D",2,2020,2020,,,C,,,
"Lucassen, Paul J","Lucassen, Paul J",2,2020,2020,,,C,,,
"Lutgens, Esther","Lutgens, Esther",2,2020,2020,,,C,,,
"Mantero, Carolina","Mantero, Carolina",2,2020,2020,,,C,,,
"Marti-Renom, Marc A","Marti-Renom, Marc A",2,2020,2021,,,C,,,
"Mastracci, Luca","Mastracci, Luca",2,2020,2020,,,C,,,
"Meye, Frank J","Meye, Frank J",2,2020,2020,,,C,,,
"Miao, Yi","Miao, Yi",2,2020,2020,,,C,,,
"Mo, Shaobo","Mo, Shaobo",2,2020,2022,,,C,,,
"Monacelli, Fiammetta","Monacelli, Fiammetta",2,2020,2020,,,C,,,
"Mul, Joram D","Mul, Joram D",2,2020,2020,,,C,,,
"Muller, I B","Muller, I B",2,2020,2020,,,C,,,
"Narayan, Nicole J C","Narayan, Nicole J C",2,2020,2022,,,C,,,
"Nencioni, Alessio","Nencioni, Alessio",2,2020,2020,,,C,,,
"Nickel, Dörthe","Nickel, Dörthe",2,2020,2021,,,C,,,
"Nikolaev, Mikhail","Nikolaev, Mike | Nikolaev, Mikhail",2,2020,2025,,,C,,,
"Noldus, Lucas P J J","Noldus, Lucas P J J",2,2020,2020,,,C,,,
"Nollmann, Marcelo","Nollmann, Marcelo",2,2020,2021,,,C,,,
"Novak, Halina R","Novak, Halina R",2,2020,2021,,,C,,,
"Odetti, Patrizio","Odetti, Patrizio",2,2020,2020,,,C,,,
"Olivier, Jocelien D A","Olivier, Jocelien D A",2,2020,2020,,,C,,,
"Olivier, Thomas","Olivier, Thomas",2,2020,2022,,,C,,,
"Oosterom, N","Oosterom, N",2,2020,2020,2020,2020,A,Princess Máxima,,
"Parkinson, Helen","Parkinson, Helen",2,2020,2021,,,C,,,
"Passalacqua, Mario","Passalacqua, Mario",2,2020,2020,,,C,,,
"Pasterkamp, R Jeroen","Pasterkamp, R Jeroen",2,2020,2020,,,C,,,
"Pentinmikko, Nalle","Pentinmikko, Nalle",2,2020,2021,,,C,,,
"Philippens, Ingrid H C H M","Philippens, Ingrid H C H M",2,2020,2020,,,C,,,
"Piacente, Francesco","Piacente, Francesco",2,2020,2020,,,C,,,
"Piani, Carol","Piani, Carol",2,2020,2021,2020,2021,A,Hubrecht/NIOB,,
"Piccolo, Stefano","Piccolo, Stefano",2,2020,2021,,,C,,,
"Pinheiro, Inês","Pinheiro, Inês",2,2020,2021,,,C,,,
"Pollux, B J A","Pollux, B J A",2,2020,2020,,,C,,,
"Popp, Christian","Popp, Christian",2,2020,2021,,,C,,,
"Prickaerts, Jos","Prickaerts, Jos",2,2020,2020,,,C,,,
"Provenzani, Alessandro","Provenzani, Alessandro",2,2020,2020,,,C,,,
"Quirke, Phil","Quirke, Phil",2,2020,2024,,,C,,,
"Rabouw, Huib H","Rabouw, Huib H",2,2020,2026,2020,2026,A,Hubrecht/NIOB + UMC Utrecht Immunology,,
"Rajewsky, Nikolaus","Rajewsky, Nikolaus",2,2020,2021,,,C,,,
"Rensen, Patrick C N","Rensen, Patrick C N",2,2020,2020,,,C,,,
"Requena, David","Requena, David",2,2020,2022,,,C,,,
"Richardson, Michael K","Richardson, Michael K",2,2020,2021,,,C,,,
"Rockx, Barry H G","Rockx, Barry H G",2,2020,2020,,,C,,,
"Roos, Floris J M","Roos, Floris J M",2,2020,2021,,,C,,,
"Roozendaal, Benno","Roozendaal, Benno",2,2020,2020,,,C,,,
"Rosenbluth, Jennifer M","Rosenbluth, Jennifer M",2,2020,2021,,,C,,,
"Ross, Alexander","Ross, Alexander",2,2020,2020,,,C,,,
"Ruurda, Jelle P","Ruurda, Jelle P",2,2020,2026,,,C,,,
"Saltsman, James A","Saltsman, James A",2,2020,2022,,,C,,,
"Salvadori, Giulia","Salvadori, Giulia",2,2020,2020,,,C,,,
"Schene, Imre F","Schene, Imre | Schene, Imre F",2,2020,2020,,,C,,,
"Schultze, Joachim L","Schultze, Joachim L",2,2020,2021,,,C,,,
"Simon, Sanford M","Simon, Sanford | Simon, Sanford M",2,2020,2022,,,C,,,
"Spagnolo, Vanessa","Spagnolo, Vanessa",2,2020,2020,,,C,,,
"Stittelaar, K","Stittelaar, K",2,2020,2020,,,C,,,
"Stockhofe, Norbert","Stockhofe, Norbert",2,2020,2020,,,C,,,
"Sukkar, Samir G","Sukkar, Samir G",2,2020,2020,,,C,,,
"Swaab, Dick F","Swaab, Dick F",2,2020,2020,,,C,,,
"Tagliafico, Alberto","Tagliafico, Alberto",2,2020,2020,,,C,,,
"Tanay, Amos","Tanay, Amos",2,2020,2021,,,C,,,
"Tang, Peiyuan","Tang, Peiyuan",2,2020,2022,,,C,,,
"Testa, Giuseppe","Testa, Giuseppe",2,2020,2021,,,C,,,
"Thanos, Dimitris","Thanos, Dimitris",2,2020,2021,,,C,,,
"Torres-Padilla, Maria-Elena","Torres-Padilla, Maria-Elena",2,2020,2021,,,C,,,
"Vaillant, François","Vaillant, François",2,2020,2020,,,C,,,
"Valdemarin, Francesca","Valdemarin, Francesca",2,2020,2020,,,C,,,
"Valencia, Alfonso","Valencia, Alfonso",2,2020,2021,,,C,,,
"Vallot, Céline","Vallot, Céline",2,2020,2021,,,C,,,
"Vanderschuren, Louk J M J","Vanderschuren, Louk J M J",2,2020,2020,,,C,,,
"Vellone, Valerio G","Vellone, Valerio G",2,2020,2020,,,C,,,
"Vernieri, Claudio","Vernieri, Claudio",2,2020,2020,,,C,,,
"Vidal, Marie","Vidal, Marie",2,2020,2021,,,C,,,
"Visser, Lindy L","Visser, Lindy L",2,2020,2023,2020,2023,A,Princess Máxima,,
"Voet, Thierry","Voet, Thierry",2,2020,2021,,,C,,,
"Vonk, Freek J","Vonk, Freek J",2,2020,2021,,,C,,,
"Vreuls, Celien Philomena Henrieke","Vreuls, Celien P H | Vreuls, Celien Philomena Henrieke",2,2020,2020,,,C,,,
"Wei, Min","Wei, Min",2,2020,2020,,,C,,,
"Whittle, James R","Whittle, James R",2,2020,2020,,,C,,,
"Wierenga, Corette J","Wierenga, Corette J",2,2020,2020,,,C,,,
"Wiesmann, Maximilian","Wiesmann, Maximilian",2,2020,2020,,,C,,,
"Willuhn, Ingo","Willuhn, Ingo",2,2020,2020,,,C,,,
"Wood, Henry M","Wood, Henry | Wood, Henry M",2,2020,2024,,,C,,,
"Zoppoli, Gabriele","Zoppoli, Gabriele",2,2020,2020,,,C,,,
"Zucal, Chiara","Zucal, Chiara",2,2020,2020,,,C,,,
"de Haan, Sanne","de Haan, Sanne",2,2020,2020,2020,2020,A,Princess Máxima,,
"de Jonge, Marien I","de Jonge, Marien I",2,2020,2020,,,C,,,
"de Jonge, R","de Jonge, R",2,2020,2020,,,C,,,
"de Kleine, Ruben H J","de Kleine, Ruben H | de Kleine, Ruben H J",2,2020,2024,,,C,,,
"de Maat, Michiel F G","de Maat, Michiel | de Maat, Michiel F G",2,2020,2021,,,C,,,
"de Poel, Eyleen","de Poel, Eyleen",2,2020,2021,,,C,,,
